user_id,age,gender,married,has_children,home_country,home_city,home_airport,user_since_days,total_session,total_clicks,total_session_duration_sec,trip_count,total_cancellation,total_successfull_trip,total_trip_duration_hrs,unique_destination_city,Total_spent,num_hotel_stayed,total_hotel_booking,total_nights,total_room,total_hotel_expenditure,total_flight_booked,total_return_flight,total_cancel_flights,total_seat,total_checked_bags,total_distance_flown_km,total_flight_expenditure,total_airline_used,total_destination_airport_used,total_origin_airport_used,total_discounted_flight,total_discounted_hotel
570782,42,F,True,False,USA,Portland,PDX,104,8,139,1041.0,5,0,5,648.0,4,3567.5499999999997,5,5,25.39,7.0,19061.0,8.0,4,0.0,5.0,1.0,10299.140739739356,2750.55,4,4,1,1.0,
570837,37,F,False,False,Canada,Gatineau,YND,104,8,119,883.0,5,0,5,432.0,5,4875.96,4,4,12.84,5.0,2790.0,10.0,5,0.0,6.0,2.0,9173.908805499173,2185.87,3,5,1,,
570862,77,F,True,False,USA,Houston,IAH,104,8,113,844.0,1,0,1,240.0,0,0.0,1,1,10.0,2.0,2520.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,,
571757,28,F,False,False,USA,Orlando,ORL,103,8,67,505.0,0,0,0,0.0,0,0.0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,,
573249,47,M,False,False,Canada,Edmonton,YED,103,8,125,934.0,3,0,3,672.0,3,6561.76,3,3,26.57,3.0,5163.0,6.0,3,0.0,3.0,0.0,7694.408646849906,1398.76,2,3,1,,1.0
573423,20,F,False,False,USA,Omaha,OMA,103,8,83,618.0,0,0,0,0.0,0,0.0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,,
573518,42,F,True,False,USA,Los Angeles,LAX,103,8,91,670.0,2,0,2,120.0,2,805.83,1,1,1.9,1.0,131.0,4.0,2,0.0,2.0,0.0,7490.753914119132,1399.24,2,2,1,,
573792,44,F,False,False,USA,Denver,DEN,102,8,74,551.0,1,0,1,48.0,1,651.44,1,1,1.95,1.0,207.0,2.0,1,0.0,1.0,2.0,2609.3587728978137,444.44,1,1,1,,
574003,41,M,False,False,USA,New York,JFK,102,9,323,8120.0,4,1,3,504.0,3,1168.13,2,2,5.04,2.0,862.0,6.0,3,0.0,3.0,2.0,7781.2976645616445,306.13,3,3,1,1.0,
574409,39,M,False,True,USA,Long Beach,LGB,102,8,279,3517.0,3,1,2,96.0,2,860.77,2,2,2.67,2.0,114.0,4.0,2,0.0,2.0,0.0,3985.667381318794,746.77,2,2,1,,
574467,45,M,True,True,USA,San Antonio,RND,102,8,99,739.0,4,0,4,336.0,4,3251.15,3,3,9.49,3.0,2348.0,8.0,4,0.0,4.0,3.0,6987.950827652468,1272.66,4,4,1,,
574493,36,F,True,False,USA,Indianapolis,IND,102,9,103,772.0,3,0,3,360.0,3,2171.18,3,3,11.66,4.0,1820.0,6.0,3,0.0,4.0,3.0,2457.081411578206,351.17999999999995,3,3,1,1.0,
574625,50,F,True,False,USA,Las Vegas,LAS,102,8,162,1204.0,4,0,4,528.0,4,3884.14,3,3,17.74,3.0,2876.0,8.0,4,0.0,4.0,2.0,7913.636362441188,1401.35,4,4,1,,
574794,42,F,False,False,USA,Colorado Springs,COS,102,8,119,886.0,2,0,2,192.0,2,501.64,1,1,0.01,2.0,0.0,3.0,1,0.0,3.0,1.0,4111.159527742658,1010.36,2,2,1,,1.0
575419,41,F,False,False,USA,New York,LGA,102,8,126,942.0,5,0,5,552.0,4,4763.63,3,3,21.85,4.0,6219.0,8.0,4,0.0,6.0,2.0,11174.539054002942,3965.15,4,4,1,,2.0
576159,27,F,True,True,USA,New York,LGA,101,9,100,745.0,2,0,2,264.0,1,24.44,2,2,11.69,2.0,1551.0,1.0,0,0.0,1.0,1.0,297.4523091889596,24.44,1,1,1,,
577046,42,F,True,True,USA,New York,JFK,101,8,70,530.0,1,0,1,120.0,1,271.26,1,1,3.68,1.0,177.0,2.0,1,0.0,1.0,0.0,582.96963087838,94.26,1,1,1,,
578938,45,F,True,False,USA,New York,JFK,100,8,126,943.0,5,0,5,600.0,4,3823.2799999999997,4,4,19.12,4.0,3613.0,8.0,4,0.0,4.0,5.0,11690.951704624355,1946.37,2,4,1,,1.0
579275,45,F,True,False,Canada,Calgary,YYC,100,8,127,2068.0,6,1,5,648.0,4,12167.050000000001,5,5,23.47,5.0,5315.0,8.0,4,0.0,5.0,2.0,17312.638674596205,7759.05,4,4,1,1.0,
579503,72,F,True,False,USA,Tucson,TUS,100,8,82,619.0,0,0,0,0.0,0,0.0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,,
579804,54,F,True,False,USA,Baton Rouge,BTR,100,8,98,738.0,3,0,3,288.0,2,533.05,3,3,13.879999999999999,3.0,5879.0,3.0,1,0.0,2.0,2.0,2197.244508234404,304.05,2,2,1,,1.0
580212,44,F,False,False,USA,Baltimore,BWI,99,8,154,1153.0,4,0,4,360.0,3,2331.8,4,4,12.48,4.0,2625.0,6.0,3,0.0,3.0,1.0,5128.35650788259,713.8,2,3,1,1.0,1.0
580402,40,F,False,False,USA,Las Vegas,LAS,99,8,161,1179.0,5,0,5,552.0,4,3660.7,4,4,19.48,5.0,1720.0,8.0,4,0.0,5.0,4.0,7818.094899415872,3007.8399999999997,3,4,1,,
580902,53,F,True,False,USA,Philadelphia,PHL,99,9,100,747.0,2,0,2,240.0,1,1353.11,2,2,7.48,2.0,1296.0,4.0,2,0.0,2.0,0.0,301.22402875328675,57.11,2,2,1,,
581086,42,F,False,False,USA,Los Angeles,LAX,99,8,89,667.0,1,0,1,96.0,1,0.0,1,1,2.49,3.0,972.0,2.0,1,0.0,3.0,0.0,4193.07913919211,0.0,1,1,1,1.0,1.0
581388,25,F,False,False,USA,Denver,DEN,99,8,80,593.0,1,0,1,192.0,1,0.0,1,1,7.95,1.0,364.0,2.0,1,0.0,1.0,1.0,2499.9640961894956,0.0,1,1,1,1.0,
581729,67,F,False,False,USA,St. Petersburg,SPG,99,10,273,8252.0,2,1,1,192.0,1,0.0,0,0,0.0,0.0,0.0,2.0,1,0.0,1.0,0.0,1838.2277019532253,348.83,1,1,1,,
581770,55,F,True,True,Canada,Vancouver,YVR,99,8,160,1190.0,2,0,2,216.0,1,798.36,2,2,8.94,2.0,1082.0,2.0,1,0.0,1.0,0.0,2835.0708321367015,490.36,1,1,1,,
582343,34,F,False,False,USA,Tampa,MCF,98,8,119,885.0,2,0,2,96.0,2,1518.15,2,2,4.43,2.0,539.0,3.0,1,0.0,2.0,2.0,7793.8320027116615,979.15,2,2,1,,
582636,50,F,False,False,USA,Omaha,OFF,98,9,141,1051.0,2,0,2,120.0,2,1118.55,2,2,2.61,2.0,520.0,4.0,2,0.0,2.0,2.0,3488.955578265534,598.55,2,2,1,,
583038,44,M,True,False,USA,Chicago,MDW,98,8,144,1071.0,3,0,3,360.0,3,714.69,2,2,6.8100000000000005,2.0,783.0,5.0,2,0.0,3.0,2.0,3187.6552629742687,98.69,3,3,1,2.0,
583483,35,F,True,False,USA,Philadelphia,PNE,98,8,123,917.0,1,0,1,72.0,1,0.0,1,1,2.88,1.0,280.0,2.0,1,0.0,1.0,0.0,3874.267504866493,0.0,1,1,1,1.0,
583612,39,F,False,True,USA,St. Louis,STL,98,9,135,994.0,4,0,4,768.0,4,16235.87,3,3,24.06,3.0,3656.0,8.0,4,0.0,5.0,2.0,17654.30128941371,12735.7,4,4,1,,
584012,46,F,True,True,USA,Milwaukee,MKE,98,8,98,731.0,2,0,2,216.0,2,1173.8,2,2,7.58,2.0,642.0,4.0,2,0.0,2.0,2.0,3235.746197001096,531.8,2,2,1,,
584288,37,F,False,False,USA,Tallahassee,TLH,98,9,185,1369.0,5,0,5,360.0,4,2282.73,5,5,16.419999999999998,6.0,2049.0,9.0,4,0.0,6.0,4.0,11077.862561943059,1022.73,5,5,1,2.0,1.0
584423,34,F,False,False,USA,Tampa,TPA,97,8,94,692.0,2,0,2,168.0,2,1013.88,2,2,4.64,2.0,457.0,4.0,2,0.0,2.0,0.0,2993.6050803435937,556.88,2,2,1,,1.0
586312,43,F,False,False,USA,New York,JFK,97,8,121,896.0,3,0,3,120.0,3,2455.3599999999997,3,3,4.92,3.0,678.0,5.0,2,0.0,3.0,2.0,12018.976747162462,1777.3600000000001,3,3,1,,2.0
586850,44,F,False,False,Canada,Hamilton,YHM,96,8,129,964.0,4,0,4,264.0,4,2236.7,4,4,6.65,4.0,1023.0,8.0,4,0.0,4.0,2.0,6625.470889981168,1213.7,4,4,1,,
587313,28,F,False,False,USA,New York,JFK,96,8,90,672.0,3,0,3,720.0,1,0.0,3,3,29.88,3.0,5995.0,2.0,1,0.0,1.0,0.0,709.8117657225337,0.0,1,1,1,1.0,
587642,70,F,False,False,USA,Fresno,FAT,96,8,103,764.0,0,0,0,0.0,0,0.0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,,
587899,35,F,False,False,USA,Tampa,MCF,96,8,93,693.0,2,0,2,120.0,2,1878.28,2,2,2.7199999999999998,3.0,514.0,4.0,2,0.0,3.0,0.0,3102.3194259754346,1364.28,2,2,1,,
588013,27,M,False,False,Canada,Hamilton,YHM,96,8,92,685.0,1,0,1,168.0,1,3206.76,1,1,6.9,1.0,2526.0,2.0,1,0.0,1.0,0.0,3465.153393716877,680.76,1,1,1,,
588497,19,F,False,True,USA,San Jose,SJC,96,8,121,903.0,1,0,1,144.0,1,1317.71,1,1,5.91,1.0,850.0,2.0,1,0.0,1.0,0.0,2617.4039329858138,467.71,1,1,1,,
589008,17,F,False,False,Canada,Halifax,YAW,95,9,100,753.0,0,0,0,0.0,0,0.0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,,
589154,37,F,True,True,USA,Washington,DCA,95,8,146,1081.0,4,0,4,1368.0,3,2722.05,4,4,54.57,5.0,18033.0,6.0,3,0.0,3.0,1.0,5912.268338346983,713.0500000000001,2,3,1,1.0,
589171,35,F,True,True,USA,Los Angeles,LAX,95,10,168,1239.0,1,0,1,168.0,1,975.01,1,1,5.69,1.0,280.0,2.0,1,0.0,1.0,0.0,3516.5385817069305,695.01,1,1,1,,
590442,44,F,True,False,USA,Rochester,ROC,95,8,130,966.0,4,0,4,288.0,4,2223.9,4,4,12.719999999999999,4.0,970.0,7.0,3,0.0,4.0,0.0,7076.291347972975,1253.9,3,4,1,,
591433,35,F,False,False,USA,Dallas,DAL,94,8,138,1016.0,5,0,5,576.0,4,4083.48,5,5,18.22,6.0,1946.0,10.0,5,0.0,6.0,4.0,8726.707969580897,2287.48,4,4,1,1.0,
591478,19,F,False,False,USA,New York,JFK,94,8,91,684.0,2,0,2,408.0,0,0.0,2,2,17.0,2.0,2951.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,,
592445,36,M,False,True,USA,New York,JFK,94,8,90,673.0,3,0,3,360.0,2,7169.04,3,3,13.54,5.0,1896.0,4.0,2,0.0,4.0,1.0,4124.827346788845,5985.04,2,2,1,,
592929,47,F,False,False,USA,New York,JFK,93,8,118,890.0,3,0,3,432.0,3,2430.85,2,2,12.58,2.0,2274.0,6.0,3,0.0,3.0,2.0,4570.765431739583,694.65,3,3,1,1.0,
595087,40,F,False,False,USA,Los Angeles,LAX,92,8,105,773.0,5,0,5,600.0,3,2626.4700000000003,5,5,23.47,5.0,3993.0,8.0,4,0.0,4.0,3.0,10928.158789692145,1218.47,3,4,1,2.0,
595506,24,F,False,False,USA,Long Beach,LGB,92,8,85,640.0,0,0,0,0.0,0,0.0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,,
596103,23,F,False,False,USA,New York,JFK,92,8,75,548.0,2,0,2,168.0,1,794.64,2,2,6.91,2.0,1852.0,2.0,1,0.0,1.0,1.0,2536.162695958331,434.64,1,1,1,,
596820,36,F,False,False,USA,Wichita,ICT,92,8,135,1005.0,1,0,1,72.0,1,497.81,1,1,2.82,1.0,316.0,2.0,1,0.0,1.0,1.0,999.4893851000443,181.81,1,1,1,,
597498,57,M,True,False,Canada,London,YXU,91,8,124,933.0,5,0,5,432.0,4,2684.52,4,4,13.670000000000002,5.0,1169.0,10.0,5,0.0,6.0,0.0,9641.35502965768,2082.42,3,4,1,,
598233,43,F,True,True,USA,Phoenix,LUF,91,8,124,926.0,4,0,4,216.0,4,4088.45,4,4,11.35,5.0,1850.0,7.0,3,0.0,5.0,2.0,11652.457863128397,2290.45,4,4,1,1.0,
599454,41,F,True,False,USA,Charlotte,CLT,90,8,317,8556.0,4,1,3,504.0,3,3866.6399999999994,3,3,18.2,4.0,3707.0,6.0,3,0.0,4.0,0.0,5729.646734636448,1132.6399999999999,3,3,1,1.0,
599651,42,F,True,False,USA,Shreveport,SHV,90,9,63,475.0,0,0,0,0.0,0,0.0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,,
600750,48,F,True,True,USA,New York,LGA,90,8,112,846.0,2,0,2,144.0,2,1869.7400000000002,2,2,4.68,2.0,492.0,4.0,2,0.0,2.0,0.0,7877.541360726325,1377.74,2,2,1,,
600796,79,F,True,False,Canada,Vancouver,YVR,90,8,55,409.0,1,0,1,144.0,0,0.0,1,1,6.0,1.0,2106.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,,
602433,52,F,False,False,USA,Madison,MSN,89,8,132,997.0,3,0,3,144.0,3,1332.2199999999998,3,3,5.63,3.0,490.0,6.0,3,0.0,3.0,2.0,7068.053496277291,842.22,3,3,1,1.0,1.0
602476,35,F,False,False,Canada,Edmonton,YED,89,8,145,1092.0,4,0,4,384.0,3,1885.16,4,4,17.939999999999998,4.0,3777.0,5.0,2,0.0,3.0,0.0,6043.349671455153,1047.1599999999999,3,3,1,1.0,1.0
602946,46,M,False,False,USA,Phoenix,LUF,89,8,115,852.0,4,0,4,528.0,2,4519.719999999999,4,4,19.23,5.0,2276.0,6.0,3,0.0,4.0,1.0,7528.406407607803,3116.72,2,3,1,,
603341,66,F,True,False,USA,Jacksonville,LRF,89,9,144,1070.0,0,0,0,0.0,0,0.0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,,
603635,64,F,True,False,Canada,Hamilton,YHM,89,8,304,7982.0,4,1,3,624.0,3,12631.82,3,3,23.64,3.0,2920.0,6.0,3,0.0,4.0,3.0,18765.99404285458,9711.82,3,3,1,,1.0
604840,37,F,False,False,USA,Tampa,TPA,88,8,96,710.0,3,0,3,240.0,3,7657.27,3,3,7.58,5.0,2464.0,6.0,3,0.0,5.0,1.0,9791.52362181087,5193.27,3,3,1,,
606041,55,F,False,True,Canada,Vancouver,YVR,88,8,92,683.0,2,0,2,144.0,2,1660.35,1,1,4.84,1.0,984.0,4.0,2,0.0,2.0,1.0,7235.823672666743,1262.03,2,2,1,,
606283,46,F,False,True,USA,Oklahoma City,OKC,88,8,74,553.0,1,0,1,24.0,1,388.15,1,1,0.84,1.0,0.0,2.0,1,0.0,1.0,0.0,2322.3181446980307,388.15,1,1,1,,
606635,45,F,False,False,USA,Reno,RNO,88,8,154,1133.0,2,0,2,48.0,2,656.22,2,2,10.45,2.0,2816.0,3.0,1,0.0,2.0,0.0,6675.08861551298,576.22,2,2,1,1.0,
606648,28,F,False,False,USA,San Jose,SJC,88,8,113,839.0,4,0,4,288.0,2,4011.63,4,4,9.75,7.0,2265.0,4.0,2,0.0,4.0,0.0,3069.7967721782616,2766.63,1,2,1,,
608823,17,F,False,False,Canada,Windsor,YQG,87,8,106,793.0,1,0,1,192.0,1,1379.83,1,1,7.91,1.0,756.0,2.0,1,0.0,1.0,0.0,3369.4085097503503,623.83,1,1,1,,
609167,38,F,False,False,USA,Omaha,OMA,86,8,151,1135.0,4,0,4,312.0,4,1767.3899999999999,4,4,13.83,5.0,2010.0,7.0,3,0.0,5.0,3.0,6460.6645688831395,649.39,2,4,1,2.0,
610395,54,F,True,False,USA,Fayetteville,FYV,86,8,105,778.0,3,0,3,264.0,2,2726.74,3,3,7.93,3.0,2374.0,4.0,2,0.0,2.0,2.0,4519.685332100847,780.74,2,2,1,,
610763,24,F,False,True,USA,Milwaukee,MKE,86,8,188,4001.0,3,1,2,264.0,1,563.61,2,2,9.89,2.0,867.0,2.0,1,0.0,1.0,1.0,1368.8900468413442,249.61,1,1,1,,
611177,43,F,True,True,USA,Los Angeles,LAX,85,9,106,788.0,2,0,2,144.0,2,4386.6,2,2,4.49,3.0,660.0,4.0,2,0.0,3.0,1.0,8191.2073315365105,3726.6000000000004,2,2,1,,
612797,52,F,True,True,USA,Phoenix,LUF,85,8,105,778.0,1,0,1,72.0,1,712.91,1,1,1.91,1.0,542.0,2.0,1,0.0,1.0,0.0,982.8806377462301,170.91,1,1,1,,1.0
613442,34,M,False,False,USA,Fresno,FAT,84,8,161,1192.0,4,0,4,240.0,3,1897.6599999999999,4,4,8.33,4.0,1312.0,6.0,3,0.0,3.0,3.0,6520.576313167136,1117.6599999999999,2,3,1,,2.0
614033,38,F,False,False,USA,Honolulu,HNL,84,8,135,988.0,2,0,2,168.0,2,1929.34,2,2,6.22,2.0,1025.0,4.0,2,0.0,2.0,1.0,14288.4751506232,1476.34,2,2,1,1.0,
614933,54,F,True,False,USA,Indianapolis,IND,84,8,104,775.0,2,0,2,240.0,2,2531.5099999999998,2,2,8.84,2.0,1710.0,4.0,2,0.0,2.0,1.0,4663.8090069146,821.51,2,2,1,,
616222,47,F,True,True,Canada,Quebec,YQB,83,9,126,938.0,2,0,2,144.0,2,1326.52,2,2,4.79,3.0,1084.0,4.0,2,0.0,3.0,1.0,5572.4225508863365,242.52,2,2,1,1.0,1.0
617125,38,F,False,False,USA,New York,LGA,83,8,119,885.0,3,0,3,240.0,3,588.88,2,2,1.9900000000000002,2.0,116.0,6.0,3,0.0,3.0,2.0,6663.128701635541,1230.47,2,3,1,,
617402,32,F,False,False,USA,Las Vegas,LAS,83,8,474,9231.0,5,1,4,240.0,3,12482.69,4,4,7.279999999999999,7.0,1238.0,8.0,4,0.0,7.0,1.0,9612.313020558242,11244.69,4,3,1,1.0,1.0
617506,43,F,True,False,Canada,Halifax,YHZ,83,8,94,706.0,2,0,2,336.0,2,9321.48,2,2,11.620000000000001,4.0,2355.0,4.0,2,0.0,4.0,2.0,5716.043805899641,6966.48,2,2,1,,
617743,64,F,True,False,USA,St. Louis,STL,83,8,99,735.0,2,0,2,336.0,1,1928.6,2,2,12.559999999999999,2.0,2059.0,2.0,1,0.0,1.0,1.0,2786.7510998240864,478.6,1,1,1,,
619362,46,F,True,False,USA,San Francisco,SFO,82,8,184,1366.0,4,0,4,312.0,4,6027.82,4,4,11.23,5.0,1703.0,8.0,4,0.0,5.0,2.0,13219.629121108934,4324.82,3,4,1,,
619938,25,F,False,False,USA,Houston,IAH,82,9,94,703.0,0,0,0,0.0,0,0.0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,,
619988,16,F,False,False,USA,Providence,PVD,82,8,81,602.0,0,0,0,0.0,0,0.0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,,
620033,66,F,True,False,USA,Chicago,ORD,82,9,181,7034.0,2,1,1,336.0,1,3244.42,1,1,13.93,1.0,2366.0,2.0,1,0.0,2.0,1.0,1285.1212272223993,878.42,1,1,1,,
621607,32,F,False,True,Canada,Ottawa,YOW,81,8,97,720.0,2,0,2,240.0,2,1015.25,2,2,7.81,2.0,1075.0,4.0,2,0.0,2.0,0.0,2219.4869035658553,100.25,2,2,1,1.0,
621665,46,F,False,True,USA,Chicago,MDW,81,9,429,8913.0,6,1,5,336.0,5,2484.4399999999996,4,4,8.54,5.0,1135.0,10.0,5,0.0,7.0,4.0,9004.460479438996,2144.8199999999997,5,5,1,1.0,
623087,47,F,False,False,USA,New York,LGA,80,9,182,1360.0,3,0,3,264.0,3,3678.13,3,3,10.74,3.0,2507.0,6.0,3,0.0,3.0,0.0,6492.361755721043,1171.13,3,3,1,,
623935,58,F,True,True,USA,New York,LGA,80,9,208,1536.0,2,0,2,408.0,1,0.0,1,1,8.0,3.0,2232.0,2.0,1,0.0,2.0,1.0,12954.199470447438,9377.42,1,1,1,,
624215,38,F,False,True,USA,Austin,AUS,80,8,197,1453.0,4,0,4,216.0,3,1677.22,4,4,7.470000000000001,5.0,631.0,8.0,4,0.0,5.0,3.0,7844.534003368454,1150.22,3,3,1,1.0,
624593,39,M,True,True,USA,New York,JFK,80,8,181,1347.0,2,0,2,120.0,2,1340.92,2,2,9.76,2.0,719.0,3.0,1,0.0,2.0,2.0,5308.713454413243,621.9200000000001,2,2,1,,
625597,59,F,False,False,USA,Madison,MSN,79,8,97,721.0,2,0,2,216.0,1,0.0,1,1,9.0,2.0,1134.0,2.0,1,0.0,1.0,1.0,2054.0148928465023,370.8,1,1,1,,1.0
627436,47,F,False,False,USA,Chicago,MDW,79,9,183,1356.0,2,0,2,312.0,2,2223.83,2,2,10.540000000000001,2.0,1798.0,4.0,2,0.0,2.0,1.0,2442.017069959629,425.83,2,2,1,,
628023,46,F,True,False,USA,El Paso,BIF,78,8,133,992.0,3,0,3,168.0,3,1945.4299999999998,2,2,3.76,2.0,924.0,6.0,3,0.0,3.0,1.0,8474.034323702213,1604.29,2,3,1,,
628752,44,F,False,True,USA,Birmingham,BHM,78,8,150,1107.0,2,0,2,192.0,2,485.6,1,1,2.02,1.0,276.0,4.0,2,0.0,2.0,2.0,4436.472347735284,209.6,2,2,1,1.0,
630176,51,F,True,True,USA,Montgomery,MXF,77,8,190,1414.0,1,0,1,48.0,1,597.57,1,1,0.8,1.0,0.0,2.0,1,0.0,1.0,0.0,3065.814330167735,597.57,1,1,1,,
630178,39,F,True,False,USA,St. Petersburg,SPG,77,9,71,532.0,1,0,1,120.0,1,1280.99,1,1,3.67,1.0,987.0,2.0,1,0.0,1.0,1.0,1538.720906285681,293.99,1,1,1,,
631384,54,F,True,False,USA,Richmond,RIC,77,8,44,333.0,0,0,0,0.0,0,0.0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,,
632239,54,F,True,False,USA,Los Angeles,LAX,76,8,118,884.0,1,0,1,72.0,1,0.0,1,1,1.82,1.0,141.0,2.0,1,0.0,1.0,0.0,177.17134402086828,0.0,1,1,1,1.0,
632316,50,F,True,False,USA,Anchorage,EDF,76,8,151,1122.0,3,0,3,240.0,3,2383.38,3,3,8.26,3.0,1218.0,6.0,3,0.0,3.0,0.0,14115.102254009906,1493.38,3,3,1,1.0,
632475,67,F,True,False,Canada,Ottawa,YOW,76,8,363,8401.0,3,1,2,312.0,1,12179.36,2,2,11.76,2.0,3076.0,2.0,1,0.0,2.0,1.0,13417.794515425458,9571.36,1,1,1,,
633972,71,F,True,False,USA,Richmond,RIC,76,8,58,435.0,0,0,0,0.0,0,0.0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,,
635861,17,F,False,False,USA,New York,LGA,75,8,69,524.0,1,0,1,72.0,1,1093.03,1,1,2.71,1.0,358.0,2.0,1,0.0,1.0,0.0,3953.8535434502387,735.03,1,1,1,,
636739,34,F,False,True,USA,Akron,AKR,75,8,51,380.0,1,0,1,48.0,1,531.74,1,1,1.05,1.0,419.0,2.0,1,0.0,1.0,1.0,648.0513032200772,112.74,1,1,1,,
639009,35,F,False,False,USA,Oklahoma City,OKC,74,8,89,654.0,3,0,3,216.0,3,3668.8100000000004,3,3,6.24,5.0,773.0,6.0,3,0.0,5.0,5.0,4172.856326800609,3093.8100000000004,3,3,1,1.0,
641537,52,F,True,True,USA,Washington,DCA,73,8,128,956.0,2,0,2,144.0,1,406.44,2,2,5.91,3.0,1072.0,2.0,1,0.0,1.0,0.0,191.57695054605654,36.44,1,1,1,,1.0
642344,41,F,False,False,USA,Wichita,ICT,72,8,151,1117.0,4,0,4,528.0,4,4473.29,4,4,16.37,4.0,3542.0,8.0,4,0.0,4.0,0.0,7372.685948868105,1048.29,4,4,1,1.0,1.0
643645,46,F,True,True,USA,New York,JFK,72,8,121,903.0,4,0,4,288.0,3,3582.7999999999997,3,3,7.5,4.0,1366.0,6.0,3,0.0,4.0,2.0,9293.389747126137,3050.7999999999997,3,3,1,1.0,
644639,57,F,True,True,USA,Santa Ana,SNA,72,8,116,872.0,0,0,0,0.0,0,0.0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,,
644784,34,F,True,False,USA,San Diego,NZY,72,8,117,871.0,1,0,1,240.0,1,823.87,1,1,8.74,1.0,456.0,2.0,1,0.0,1.0,1.0,1834.180151848247,367.87,1,1,1,,
645022,16,F,False,False,USA,Corpus Christi,CRP,72,8,90,668.0,1,0,1,120.0,0,0.0,1,1,5.0,1.0,445.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,,
