user_id,age,gender,married,has_children,home_country,home_city,home_airport,user_since_days,total_session,total_clicks,total_session_duration_sec,trip_count,total_cancellation,total_successfull_trip,total_trip_duration_hrs,unique_destination_city,Total_spent,num_hotel_stayed,total_hotel_booking,total_nights,total_room,total_hotel_expenditure,total_flight_booked,total_return_flight,total_seat,total_checked_bags,total_distance_flown_km,total_flight_expenditure,total_airline_used,total_destination_airport_used,total_origin_airport_used,total_discounted_flight,total_discounted_hotel,age_group,avg_session_duration,clicks_per_session,trip_cancellation_rate,avg_seat_booked,avg_room_booked,avg_spend,flight_trip_ratio,hotel_trip_ratio,avg_hotel_stay,avg_distance_flown,avg_luggage,avg_discounted_flight,avg_discounted_hotel,trip_conversion_rate,travel_behavior,website_engagement_level,budget_behavior,flight_booking_segment,demographic_trip_type,life_stage_segement,hotel_stay_behavior,hotel_booking_behavior,value_score,score_based_clusters,perk,cluster
570782,42,F,True,False,USA,Portland,PDX,104,8,139,1041.0,5,0,5,648.0,4,3567.5499999999997,5,5,25.39,7.0,19061.0,8.0,4,5.0,1.0,10299.140739739356,2750.55,4,4,1,1.0,0.0,35-44,130.125,17.375,0.0,0.625,1.4,713.51,1.6,1.0,5.078,1287.3925924674195,0.125,0.125,0.0,0.625,Frequent Travelers,Medium,economy_traveler,frequent_flight_booker,Single Traveller,established_couple,long_term_guests,primarily_booker,8,cluster_1,"Flaxi flyer Pass: 3% Personal Discount next flight, valid 1 year",1
570837,37,F,False,False,Canada,Gatineau,YND,104,8,119,883.0,5,0,5,432.0,5,4875.96,4,4,12.84,5.0,2790.0,10.0,5,6.0,2.0,9173.908805499172,2185.87,3,5,1,0.0,0.0,35-44,110.375,14.875,0.0,0.6,1.25,975.192,2.0,0.8,3.21,917.3908805499171,0.2,0.0,0.0,0.625,Frequent Travelers,Medium,economy_traveler,primarily_flight_booker,Single Traveller,single,medium_stay_visitors,frequent_booker,9,cluster_1,"Flaxi flyer Pass: 3% Personal Discount next flight, valid 1 year",1
570862,77,F,True,False,USA,Houston,IAH,104,8,113,844.0,1,0,1,240.0,0,0.0,1,1,10.0,2.0,2520.0,0.0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,65+,105.5,14.125,0.0,-1.0,2.0,0.0,0.0,1.0,10.0,-1.0,-1.0,-1.0,0.0,0.125,Occasional Travelers,Medium,no_spend,never_flown,Single Traveller,senior_couple,long_term_guests,primarily_booker,13,cluster_2,Welcome_Aboard: 10% Discount for Next Booking valid 6 months,2
571757,28,F,False,False,USA,Orlando,ORL,103,8,67,505.0,0,0,0,0.0,0,0.0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,25-34,63.125,8.375,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,Infrequent Travelers,Medium,no_spend,never_flown,Single Traveller,single,short_stay_visitor,never_stayed_hotel,12,cluster_2,Welcome_Aboard: 10% Discount for Next Booking valid 6 months,2
573249,47,M,False,False,Canada,Edmonton,YED,103,8,125,934.0,3,0,3,672.0,3,6561.76,3,3,26.57,3.0,5163.0,6.0,3,3.0,0.0,7694.408646849906,1398.76,2,3,1,0.0,1.0,45-54,116.75,15.625,0.0,0.5,1.0,2187.2533333333336,2.0,1.0,8.856666666666667,1282.401441141651,0.0,0.0,0.3333333333333333,0.375,Regular Travelers,Medium,economy_traveler,primarily_flight_booker,Single Traveller,single,long_term_guests,primarily_booker,14,cluster_3,Free Child's Flight or Hotel Stay (with accompanying adult booking),1
573423,20,F,False,False,USA,Omaha,OMA,103,8,83,618.0,0,0,0,0.0,0,0.0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,Under 25,77.25,10.375,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,Infrequent Travelers,Medium,no_spend,never_flown,Single Traveller,single,short_stay_visitor,never_stayed_hotel,12,cluster_2,Welcome_Aboard: 10% Discount for Next Booking valid 6 months,2
573518,42,F,True,False,USA,Los Angeles,LAX,103,8,91,670.0,2,0,2,120.0,2,805.83,1,1,1.9,1.0,131.0,4.0,2,2.0,0.0,7490.753914119132,1399.24,2,2,1,0.0,0.0,35-44,83.75,11.375,0.0,0.5,1.0,402.915,2.0,0.5,1.9,1872.688478529783,0.0,0.0,0.0,0.25,Regular Travelers,Medium,economy_traveler,primarily_flight_booker,Single Traveller,established_couple,short_stay_visitor,occassional_booker,15,cluster_3,Free Child's Flight or Hotel Stay (with accompanying adult booking),1
573792,44,F,False,False,USA,Denver,DEN,102,8,74,551.0,1,0,1,48.0,1,651.44,1,1,1.95,1.0,207.0,2.0,1,1.0,2.0,2609.3587728978137,444.44,1,1,1,0.0,0.0,35-44,68.875,9.25,0.0,0.5,1.0,651.44,2.0,1.0,1.95,1304.6793864489068,1.0,0.0,0.0,0.125,Occasional Travelers,Medium,economy_traveler,primarily_flight_booker,Single Traveller,single,short_stay_visitor,primarily_booker,15,cluster_3,Free Child's Flight or Hotel Stay (with accompanying adult booking),1
574003,41,M,False,False,USA,New York,JFK,102,9,323,8120.0,4,1,3,504.0,3,1168.13,2,2,5.04,2.0,862.0,6.0,3,3.0,2.0,7781.2976645616445,306.13,3,3,1,1.0,0.0,35-44,902.2222222222222,35.888888888888886,0.25,0.5,1.0,389.3766666666667,2.0,0.6666666666666666,2.52,1296.8829440936074,0.3333333333333333,0.16666666666666666,0.0,0.3333333333333333,Regular Travelers,High,economy_traveler,primarily_flight_booker,Single Traveller,single,medium_stay_visitors,frequent_booker,13,cluster_2,Welcome_Aboard: 10% Discount for Next Booking valid 6 months,0
574409,39,M,False,True,USA,Long Beach,LGB,102,8,279,3517.0,3,1,2,96.0,2,860.77,2,2,2.67,2.0,114.0,4.0,2,2.0,0.0,3985.667381318794,746.77,2,2,1,0.0,0.0,35-44,439.625,34.875,0.3333333333333333,0.5,1.0,430.385,2.0,1.0,1.335,996.4168453296985,0.0,0.0,0.0,0.25,Regular Travelers,High,economy_traveler,primarily_flight_booker,Single Parent Trip,single,short_stay_visitor,primarily_booker,17,cluster_4,Extended Stay Saver: Free musium Pass for hotel stays of 3 nights ,0
574467,45,M,True,True,USA,San Antonio,RND,102,8,99,739.0,4,0,4,336.0,4,3251.15,3,3,9.49,3.0,2348.0,8.0,4,4.0,3.0,6987.950827652468,1272.66,4,4,1,0.0,0.0,35-44,92.375,12.375,0.0,0.5,1.0,812.7875,2.0,0.75,3.1633333333333336,873.4938534565586,0.375,0.0,0.0,0.5,Frequent Travelers,Medium,economy_traveler,primarily_flight_booker,Family Trip,established_family,medium_stay_visitors,frequent_booker,9,cluster_1,"Flaxi flyer Pass: 3% Personal Discount next flight, valid 1 year",1
574493,36,F,True,False,USA,Indianapolis,IND,102,9,103,772.0,3,0,3,360.0,3,2171.18,3,3,11.66,4.0,1820.0,6.0,3,4.0,3.0,2457.081411578206,351.17999999999995,3,3,1,1.0,0.0,35-44,85.77777777777777,11.444444444444445,0.0,0.6666666666666666,1.3333333333333333,723.7266666666666,2.0,1.0,3.8866666666666667,409.51356859636763,0.5,0.16666666666666666,0.0,0.3333333333333333,Regular Travelers,Medium,economy_traveler,primarily_flight_booker,Single Traveller,established_couple,medium_stay_visitors,primarily_booker,15,cluster_3,Free Child's Flight or Hotel Stay (with accompanying adult booking),1
574625,50,F,True,False,USA,Las Vegas,LAS,102,8,162,1204.0,4,0,4,528.0,4,3884.14,3,3,17.74,3.0,2876.0,8.0,4,4.0,2.0,7913.636362441188,1401.35,4,4,1,0.0,0.0,45-54,150.5,20.25,0.0,0.5,1.0,971.035,2.0,0.75,5.913333333333333,989.2045453051485,0.25,0.0,0.0,0.5,Frequent Travelers,Medium,economy_traveler,primarily_flight_booker,Single Traveller,established_couple,long_term_guests,frequent_booker,8,cluster_1,"Flaxi flyer Pass: 3% Personal Discount next flight, valid 1 year",1
574794,42,F,False,False,USA,Colorado Springs,COS,102,8,119,886.0,2,0,2,192.0,2,501.64,1,1,0.01,2.0,0.0,3.0,1,3.0,1.0,4111.159527742658,1010.36,2,2,1,0.0,1.0,35-44,110.75,14.875,0.0,1.0,2.0,250.82,1.5,0.5,0.01,1370.3865092475526,0.3333333333333333,0.0,1.0,0.25,Regular Travelers,Medium,budget_sensitive_traveler,frequent_flight_booker,Single Traveller,single,short_stay_visitor,occassional_booker,11,cluster_2,Welcome_Aboard: 10% Discount for Next Booking valid 6 months,1
575419,41,F,False,False,USA,New York,LGA,102,8,126,942.0,5,0,5,552.0,4,4763.63,3,3,21.85,4.0,6219.0,8.0,4,6.0,2.0,11174.539054002942,3965.15,4,4,1,0.0,2.0,35-44,117.75,15.75,0.0,0.75,1.3333333333333333,952.726,1.6,0.6,7.283333333333334,1396.8173817503678,0.25,0.0,0.6666666666666666,0.625,Frequent Travelers,Medium,budget_sensitive_traveler,frequent_flight_booker,Single Traveller,single,long_term_guests,occassional_booker,6,cluster_1,"Flaxi flyer Pass: 3% Personal Discount next flight, valid 1 year",1
576159,27,F,True,True,USA,New York,LGA,101,9,100,745.0,2,0,2,264.0,1,24.44,2,2,11.69,2.0,1551.0,1.0,0,1.0,1.0,297.4523091889596,24.44,1,1,1,0.0,0.0,25-34,82.77777777777777,11.11111111111111,0.0,1.0,1.0,12.22,0.5,1.0,5.845,297.4523091889596,1.0,0.0,0.0,0.2222222222222222,Regular Travelers,Medium,economy_traveler,rare_flight_booker,Work Trip,young_family,long_term_guests,primarily_booker,15,cluster_3,Free Child's Flight or Hotel Stay (with accompanying adult booking),1
577046,42,F,True,True,USA,New York,JFK,101,8,70,530.0,1,0,1,120.0,1,271.26,1,1,3.68,1.0,177.0,2.0,1,1.0,0.0,582.96963087838,94.26,1,1,1,0.0,0.0,35-44,66.25,8.75,0.0,0.5,1.0,271.26,2.0,1.0,3.68,291.48481543919,0.0,0.0,0.0,0.125,Occasional Travelers,Medium,economy_traveler,primarily_flight_booker,Work Trip,established_family,medium_stay_visitors,primarily_booker,14,cluster_3,Free Child's Flight or Hotel Stay (with accompanying adult booking),1
578938,45,F,True,False,USA,New York,JFK,100,8,126,943.0,5,0,5,600.0,4,3823.28,4,4,19.12,4.0,3613.0,8.0,4,4.0,5.0,11690.951704624356,1946.37,2,4,1,0.0,1.0,35-44,117.875,15.75,0.0,0.5,1.0,764.6560000000001,1.6,0.8,4.78,1461.3689630780445,0.625,0.0,0.25,0.625,Frequent Travelers,Medium,economy_traveler,frequent_flight_booker,Single Traveller,established_couple,medium_stay_visitors,frequent_booker,6,cluster_1,"Flaxi flyer Pass: 3% Personal Discount next flight, valid 1 year",1
579275,45,F,True,False,Canada,Calgary,YYC,100,8,127,2068.0,6,1,5,648.0,4,12167.05,5,5,23.47,5.0,5315.0,8.0,4,5.0,2.0,17312.638674596205,7759.05,4,4,1,1.0,0.0,35-44,258.5,15.875,0.16666666666666666,0.625,1.0,2433.41,1.6,1.0,4.694,2164.0798343245256,0.25,0.125,0.0,0.625,Frequent Travelers,Medium,economy_traveler,frequent_flight_booker,Single Traveller,established_couple,medium_stay_visitors,primarily_booker,9,cluster_1,"Flaxi flyer Pass: 3% Personal Discount next flight, valid 1 year",1
579503,72,F,True,False,USA,Tucson,TUS,100,8,82,619.0,0,0,0,0.0,0,0.0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,65+,77.375,10.25,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,Infrequent Travelers,Medium,no_spend,never_flown,Single Traveller,senior_couple,short_stay_visitor,never_stayed_hotel,12,cluster_2,Welcome_Aboard: 10% Discount for Next Booking valid 6 months,2
579804,54,F,True,False,USA,Baton Rouge,BTR,100,8,98,738.0,3,0,3,288.0,2,533.05,3,3,13.88,3.0,5879.0,3.0,1,2.0,2.0,2197.244508234404,304.05,2,2,1,0.0,1.0,45-54,92.25,12.25,0.0,0.6666666666666666,1.0,177.6833333333333,1.0,1.0,4.626666666666667,732.4148360781346,0.6666666666666666,0.0,0.3333333333333333,0.375,Regular Travelers,Medium,budget_sensitive_traveler,occasional_flight_booker,Single Traveller,established_couple,medium_stay_visitors,primarily_booker,13,cluster_2,Welcome_Aboard: 10% Discount for Next Booking valid 6 months,1
580212,44,F,False,False,USA,Baltimore,BWI,99,8,154,1153.0,4,0,4,360.0,3,2331.8,4,4,12.48,4.0,2625.0,6.0,3,3.0,1.0,5128.35650788259,713.8,2,3,1,1.0,1.0,35-44,144.125,19.25,0.0,0.5,1.0,582.95,1.5,1.0,3.12,854.7260846470984,0.16666666666666666,0.16666666666666666,0.25,0.5,Frequent Travelers,Medium,economy_traveler,frequent_flight_booker,Single Traveller,single,medium_stay_visitors,primarily_booker,9,cluster_1,"Flaxi flyer Pass: 3% Personal Discount next flight, valid 1 year",1
580402,40,F,False,False,USA,Las Vegas,LAS,99,8,161,1179.0,5,0,5,552.0,4,3660.7,4,4,19.48,5.0,1720.0,8.0,4,5.0,4.0,7818.094899415872,3007.8399999999997,3,4,1,0.0,0.0,35-44,147.375,20.125,0.0,0.625,1.25,732.14,1.6,0.8,4.87,977.261862426984,0.5,0.0,0.0,0.625,Frequent Travelers,Medium,economy_traveler,frequent_flight_booker,Single Traveller,single,medium_stay_visitors,frequent_booker,6,cluster_1,"Flaxi flyer Pass: 3% Personal Discount next flight, valid 1 year",1
580902,53,F,True,False,USA,Philadelphia,PHL,99,9,100,747.0,2,0,2,240.0,1,1353.11,2,2,7.48,2.0,1296.0,4.0,2,2.0,0.0,301.22402875328675,57.11,2,2,1,0.0,0.0,45-54,83.0,11.11111111111111,0.0,0.5,1.0,676.555,2.0,1.0,3.74,75.30600718832169,0.0,0.0,0.0,0.2222222222222222,Regular Travelers,Medium,economy_traveler,primarily_flight_booker,Single Traveller,established_couple,medium_stay_visitors,primarily_booker,15,cluster_3,Free Child's Flight or Hotel Stay (with accompanying adult booking),1
581086,42,F,False,False,USA,Los Angeles,LAX,99,8,89,667.0,1,0,1,96.0,1,0.0,1,1,2.49,3.0,972.0,2.0,1,3.0,0.0,4193.07913919211,0.0,1,1,1,1.0,1.0,35-44,83.375,11.125,0.0,1.5,3.0,0.0,2.0,1.0,2.49,2096.539569596055,0.0,0.5,1.0,0.125,Occasional Travelers,Medium,no_spend,primarily_flight_booker,Single Traveller,single,medium_stay_visitors,primarily_booker,16,cluster_4,Extended Stay Saver: Free musium Pass for hotel stays of 3 nights ,1
581388,25,F,False,False,USA,Denver,DEN,99,8,80,593.0,1,0,1,192.0,1,0.0,1,1,7.95,1.0,364.0,2.0,1,1.0,1.0,2499.9640961894956,0.0,1,1,1,1.0,0.0,Under 25,74.125,10.0,0.0,0.5,1.0,0.0,2.0,1.0,7.95,1249.9820480947478,0.5,0.5,0.0,0.125,Occasional Travelers,Medium,no_spend,primarily_flight_booker,Single Traveller,single,long_term_guests,primarily_booker,15,cluster_3,Free Child's Flight or Hotel Stay (with accompanying adult booking),1
581729,67,F,False,False,USA,St. Petersburg,SPG,99,10,273,8252.0,2,1,1,192.0,1,0.0,0,0,0.0,0.0,0.0,2.0,1,1.0,0.0,1838.2277019532253,348.83,1,1,1,0.0,0.0,65+,825.2,27.3,0.5,0.5,-1.0,0.0,2.0,0.0,-1.0,919.1138509766126,0.0,0.0,-1.0,0.1,Occasional Travelers,High,no_spend,primarily_flight_booker,Single Traveller,single,short_stay_visitor,never_stayed_hotel,16,cluster_4,Extended Stay Saver: Free musium Pass for hotel stays of 3 nights ,0
581770,55,F,True,True,Canada,Vancouver,YVR,99,8,160,1190.0,2,0,2,216.0,1,798.36,2,2,8.94,2.0,1082.0,2.0,1,1.0,0.0,2835.0708321367015,490.36,1,1,1,0.0,0.0,45-54,148.75,20.0,0.0,0.5,1.0,399.18,1.0,1.0,4.47,1417.5354160683507,0.0,0.0,0.0,0.25,Regular Travelers,Medium,economy_traveler,occasional_flight_booker,Work Trip,senior_couple,medium_stay_visitors,primarily_booker,14,cluster_3,Free Child's Flight or Hotel Stay (with accompanying adult booking),1
582343,34,F,False,False,USA,Tampa,MCF,98,8,119,885.0,2,0,2,96.0,2,1518.15,2,2,4.43,2.0,539.0,3.0,1,2.0,2.0,7793.832002711661,979.15,2,2,1,0.0,0.0,25-34,110.625,14.875,0.0,0.6666666666666666,1.0,759.075,1.5,1.0,2.215,2597.9440009038867,0.6666666666666666,0.0,0.0,0.25,Regular Travelers,Medium,economy_traveler,frequent_flight_booker,Single Traveller,single,medium_stay_visitors,primarily_booker,12,cluster_2,Welcome_Aboard: 10% Discount for Next Booking valid 6 months,1
582636,50,F,False,False,USA,Omaha,OFF,98,9,141,1051.0,2,0,2,120.0,2,1118.55,2,2,2.61,2.0,520.0,4.0,2,2.0,2.0,3488.955578265534,598.55,2,2,1,0.0,0.0,45-54,116.77777777777777,15.666666666666666,0.0,0.5,1.0,559.275,2.0,1.0,1.305,872.2388945663835,0.5,0.0,0.0,0.2222222222222222,Regular Travelers,Medium,economy_traveler,primarily_flight_booker,Single Traveller,single,short_stay_visitor,primarily_booker,16,cluster_4,Extended Stay Saver: Free musium Pass for hotel stays of 3 nights ,1
583038,44,M,True,False,USA,Chicago,MDW,98,8,144,1071.0,3,0,3,360.0,3,714.69,2,2,6.8100000000000005,2.0,783.0,5.0,2,3.0,2.0,3187.6552629742687,98.69,3,3,1,2.0,0.0,35-44,133.875,18.0,0.0,0.6,1.0,238.23000000000002,1.6666666666666667,0.6666666666666666,3.4050000000000002,637.5310525948537,0.4,0.4,0.0,0.375,Regular Travelers,Medium,budget_sensitive_traveler,frequent_flight_booker,Single Traveller,established_couple,medium_stay_visitors,frequent_booker,8,cluster_1,"Flaxi flyer Pass: 3% Personal Discount next flight, valid 1 year",1
583483,35,F,True,False,USA,Philadelphia,PNE,98,8,123,917.0,1,0,1,72.0,1,0.0,1,1,2.88,1.0,280.0,2.0,1,1.0,0.0,3874.267504866493,0.0,1,1,1,1.0,0.0,25-34,114.625,15.375,0.0,0.5,1.0,0.0,2.0,1.0,2.88,1937.1337524332464,0.0,0.5,0.0,0.125,Occasional Travelers,Medium,no_spend,primarily_flight_booker,Single Traveller,established_couple,medium_stay_visitors,primarily_booker,16,cluster_4,Extended Stay Saver: Free musium Pass for hotel stays of 3 nights ,1
583612,39,F,False,True,USA,St. Louis,STL,98,9,135,994.0,4,0,4,768.0,4,16235.87,3,3,24.06,3.0,3656.0,8.0,4,5.0,2.0,17654.30128941371,12735.7,4,4,1,0.0,0.0,35-44,110.44444444444444,15.0,0.0,0.625,1.0,4058.9675,2.0,0.75,8.02,2206.7876611767138,0.25,0.0,0.0,0.4444444444444444,Frequent Travelers,Medium,economy_traveler,primarily_flight_booker,Single Parent Trip,single,long_term_guests,frequent_booker,8,cluster_1,"Flaxi flyer Pass: 3% Personal Discount next flight, valid 1 year",1
584012,46,F,True,True,USA,Milwaukee,MKE,98,8,98,731.0,2,0,2,216.0,2,1173.8,2,2,7.58,2.0,642.0,4.0,2,2.0,2.0,3235.746197001096,531.8,2,2,1,0.0,0.0,45-54,91.375,12.25,0.0,0.5,1.0,586.9,2.0,1.0,3.79,808.936549250274,0.5,0.0,0.0,0.25,Regular Travelers,Medium,economy_traveler,primarily_flight_booker,Family Trip,established_family,medium_stay_visitors,primarily_booker,15,cluster_3,Free Child's Flight or Hotel Stay (with accompanying adult booking),1
584288,37,F,False,False,USA,Tallahassee,TLH,98,9,185,1369.0,5,0,5,360.0,4,2282.73,5,5,16.419999999999998,6.0,2049.0,9.0,4,6.0,4.0,11077.86256194306,1022.73,5,5,1,2.0,1.0,35-44,152.11111111111111,20.555555555555557,0.0,0.6666666666666666,1.2,456.546,1.8,1.0,3.284,1230.8736179936734,0.4444444444444444,0.2222222222222222,0.2,0.5555555555555556,Frequent Travelers,Medium,economy_traveler,frequent_flight_booker,Single Traveller,single,medium_stay_visitors,primarily_booker,9,cluster_1,"Flaxi flyer Pass: 3% Personal Discount next flight, valid 1 year",1
584423,34,F,False,False,USA,Tampa,TPA,97,8,94,692.0,2,0,2,168.0,2,1013.88,2,2,4.64,2.0,457.0,4.0,2,2.0,0.0,2993.6050803435937,556.88,2,2,1,0.0,1.0,25-34,86.5,11.75,0.0,0.5,1.0,506.94,2.0,1.0,2.32,748.4012700858984,0.0,0.0,0.5,0.25,Regular Travelers,Medium,budget_sensitive_traveler,primarily_flight_booker,Single Traveller,single,medium_stay_visitors,primarily_booker,14,cluster_3,Free Child's Flight or Hotel Stay (with accompanying adult booking),1
586312,43,F,False,False,USA,New York,JFK,97,8,121,896.0,3,0,3,120.0,3,2455.3599999999997,3,3,4.92,3.0,678.0,5.0,2,3.0,2.0,12018.976747162462,1777.36,3,3,1,0.0,2.0,35-44,112.0,15.125,0.0,0.6,1.0,818.4533333333333,1.6666666666666667,1.0,1.64,2403.7953494324925,0.4,0.0,0.6666666666666666,0.375,Regular Travelers,Medium,budget_sensitive_traveler,frequent_flight_booker,Single Traveller,single,short_stay_visitor,primarily_booker,12,cluster_2,Welcome_Aboard: 10% Discount for Next Booking valid 6 months,1
